Unidade;nome;matricula;Instante;Estado;Comunica;CoordX;CoordY;Linha;Rota;Posicao;Viagem;Velocidade
3336;E1;1626;2018-01-22 06:04:06.767;1;1;291950;9110877;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:05:06.467;1;1;291627;9111111;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:06:06.150;1;1;291555;9111287;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:07:05.880;1;1;291407;9111981;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:08:05.613;1;1;291328;9112382;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:09:05.313;1;1;291284;9112598;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:10:05.043;1;1;291221;9112889;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:11:04.773;1;1;291256;9113094;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:12:04.520;1;1;291647;9113520;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:13:04.253;1;1;291804;9114072;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:14:04.030;1;1;291515;9114524;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:15:03.747;1;1;290941;9114720;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:16:03.570;1;0;290941;9114720;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:17:03.410;1;1;290538;9114569;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:18:03.283;1;1;290252;9114366;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:19:03.077;1;1;289891;9114273;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:20:02.917;1;1;289761;9114290;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:21:02.697;1;0;289761;9114290;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:41:58.457;1;1;289963;9114256;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:42:58.217;1;1;0;0;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:43:57.980;1;1;290626;9114709;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:44:57.727;1;1;290773;9114861;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:45:57.473;1;1;290980;9114695;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:46:57.220;1;1;291281;9114689;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:47:57.000;1;1;291621;9114424;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:48:57.167;1;1;291774;9114215;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:49:56.010;1;1;291776;9114025;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:50:55.770;1;1;291728;9113653;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:51:55.567;1;1;291634;9113527;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:52:55.500;1;1;291441;9113309;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:53:54.420;1;1;291288;9113136;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:54:54.167;1;1;291262;9113106;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:55:53.943;1;1;291234;9112791;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:56:53.737;1;1;291303;9112468;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:57:53.453;1;1;291360;9112206;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:58:53.277;1;1;291421;9111894;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 06:59:53.027;1;1;291385;9111325;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:00:52.757;1;1;291271;9111196;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:01:52.550;1;1;291303;9111050;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:02:52.377;1;1;291580;9110913;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:03:52.107;1;1;291918;9110840;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:04:51.823;1;1;291944;9110826;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:05:51.583;1;1;292423;9110418;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:06:51.613;1;1;292805;9110222;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:07:51.327;1;1;293060;9110031;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:08:51.013;1;1;293124;9109965;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:09:50.713;1;1;292756;9109428;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:10:50.413;1;1;292633;9109262;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:11:50.127;1;1;292593;9108796;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:12:49.890;1;0;292593;9108796;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:13:49.683;1;1;292667;9108099;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:14:49.430;1;1;292489;9107767;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:15:49.147;1;1;292324;9107517;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:16:48.957;1;1;292330;9107415;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:17:48.687;1;1;292391;9107370;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:18:48.387;1;1;292567;9107265;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:19:48.133;1;1;293104;9107316;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:20:47.913;1;1;293334;9107523;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:21:47.690;1;1;293307;9107701;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:22:47.437;1;1;293266;9107865;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:23:47.153;1;1;293215;9108140;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:24:46.900;1;1;292937;9108210;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:25:46.617;1;1;292684;9108434;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:26:46.363;1;1;292578;9108602;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:27:46.077;1;1;292475;9108790;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:28:45.997;1;1;292600;9109170;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:29:45.743;1;1;292761;9109413;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:30:45.817;1;1;293049;9109826;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:31:45.423;1;1;293164;9109796;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:32:45.047;1;1;293167;9109795;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:33:44.840;1;1;293181;9109785;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:34:44.493;1;1;293363;9109788;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:35:44.113;1;1;293094;9110029;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:36:43.877;1;1;292887;9110177;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:37:43.593;1;1;292488;9110399;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:38:43.293;1;1;292022;9110830;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:39:42.180;1;1;291933;9110885;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:40:41.927;1;1;291667;9111088;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:41:41.957;1;1;291649;9111094;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:42:41.343;1;0;291649;9111094;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:43:40.887;1;1;291563;9111283;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:46:29.897;0;0;0;0;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:47:23.997;1;1;291322;9112414;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:48:22.853;1;0;291322;9112414;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:49:22.413;1;1;291216;9112904;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:50:21.987;1;1;291197;9113010;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:51:21.517;1;1;291352;9113192;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:52:21.090;1;1;291650;9113528;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:53:20.637;1;1;291770;9113946;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:54:20.197;1;1;291799;9114181;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:55:19.817;1;1;291550;9114498;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:56:19.393;1;1;290938;9114730;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:57:18.983;1;1;290846;9114936;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:58:18.557;1;1;290657;9114782;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 07:59:18.133;1;1;290467;9114533;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:00:17.710;1;1;290172;9114300;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:01:17.330;1;1;289840;9114286;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:02:16.953;1;1;289498;9114334;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:03:16.577;1;1;289317;9114370;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:04:16.197;1;1;289507;9114328;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:05:15.837;1;1;289748;9114293;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:06:15.503;1;0;289748;9114293;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:27:09.720;1;1;290107;9114274;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:28:09.420;1;0;290107;9114274;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:29:09.137;1;1;290607;9114646;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:30:08.820;1;1;290735;9114833;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:31:08.487;1;1;290945;9114709;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:32:08.220;1;1;291365;9114596;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:33:08.187;1;1;291562;9114476;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:34:08.417;1;0;291562;9114476;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:35:07.197;1;1;291750;9114267;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:36:07.567;1;1;291592;9113476;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:37:07.047;1;1;291384;9113237;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:38:06.357;1;1;291220;9113074;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:39:05.807;1;1;291230;9112828;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:40:05.400;1;1;291296;9112506;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:41:04.913;1;1;291336;9112324;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:42:04.127;1;1;291393;9112043;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:43:03.470;1;1;291516;9111457;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:44:02.657;1;1;291281;9111072;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:45:01.590;1;1;291369;9110999;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:46:01.537;1;1;291450;9110962;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:47:01.447;1;1;291820;9110868;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:48:01.310;1;1;291945;9110813;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:49:01.397;1;1;291980;9110797;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:50:00.667;1;1;292361;9110441;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:51:00.193;1;1;292556;9110358;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:51:59.667;1;1;292792;9110232;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:52:58.917;1;1;293041;9110035;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:53:58.033;1;1;293080;9109879;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:54:58.613;1;1;292812;9109507;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:55:58.047;1;1;292674;9109308;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:56:57.267;1;1;0;0;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:57:56.603;1;1;292443;9108857;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:58:56.043;1;1;292749;9108676;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 08:59:55.543;1;1;292873;9108451;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:00:55.030;1;1;292786;9108336;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:01:54.480;1;1;292632;9108050;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:02:53.330;1;1;292518;9107834;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:03:53.333;1;1;292413;9107661;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:04:52.660;1;1;292302;9107432;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:05:52.017;1;1;292345;9107405;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:06:51.500;1;1;292421;9107360;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:07:50.997;1;1;292555;9107264;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:08:50.137;1;1;292686;9107207;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:09:49.267;1;1;292954;9107251;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:10:48.827;1;1;293117;9107315;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:11:48.297;1;1;293295;9107694;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:12:48.123;1;1;293247;9108034;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:13:47.497;1;1;292892;9108212;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:14:46.990;1;1;292793;9108281;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:15:46.227;1;1;0;0;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:16:45.537;1;1;292453;9108662;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:17:45.250;1;1;292477;9108795;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:18:44.893;1;1;292550;9109092;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:19:44.377;1;1;292993;9109750;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:20:43.873;1;1;293363;9109789;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:21:43.293;1;1;293145;9109989;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:22:42.640;1;1;292921;9110179;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:23:41.463;1;1;292630;9110345;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:24:41.800;1;1;292065;9110784;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:25:41.327;1;1;292009;9110838;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:26:40.737;1;1;291913;9110904;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:27:40.260;1;1;291661;9111097;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:28:39.413;1;1;291579;9111200;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:29:39.270;1;1;291573;9111221;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:30:39.230;1;1;291512;9111540;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:31:38.353;1;1;291414;9111984;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:32:38.427;1;1;291379;9112139;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:33:37.987;1;1;291356;9112262;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:34:37.593;1;1;291301;9112512;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:35:37.153;1;1;291240;9112804;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:36:36.683;1;1;291196;9113007;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:37:36.257;1;1;291305;9113141;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:38:35.943;1;1;291627;9113505;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:39:35.237;1;1;291770;9113681;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:40:34.547;1;1;291732;9114323;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:41:34.310;1;1;291617;9114439;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:42:33.683;1;1;291167;9114743;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:43:33.320;1;1;290926;9114749;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:44:32.897;1;1;0;0;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:45:32.597;1;1;290636;9114764;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:46:32.123;1;1;290436;9114511;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:47:31.683;1;1;290200;9114318;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:48:31.383;1;1;289866;9114276;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:49:31.347;1;1;289555;9114324;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:50:31.033;1;1;289311;9114373;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:51:30.047;1;1;289469;9114336;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:52:30.747;1;1;289753;9114286;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 09:53:30.447;1;0;289753;9114286;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:33:11.660;1;1;289762;9114289;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:34:11.110;1;1;289763;9114289;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:35:09.970;1;1;289764;9114289;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:36:10.480;1;1;289765;9114290;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:37:10.180;1;1;289766;9114290;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:38:09.803;1;1;289765;9114288;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:39:09.503;1;1;289765;9114288;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:40:08.983;1;1;289765;9114289;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:41:08.450;1;1;289764;9114290;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:42:07.963;1;1;289763;9114289;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:43:07.537;1;1;289765;9114289;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:44:07.177;1;1;289767;9114289;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:45:06.860;1;1;289765;9114288;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:46:06.437;1;1;289764;9114287;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:47:05.277;1;1;289764;9114288;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:48:05.743;1;1;289763;9114288;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:49:05.380;1;1;289763;9114288;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:50:04.720;1;1;289762;9114287;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:51:04.327;1;1;289763;9114287;NULL;NULL;NULL;NULL;NULL
3336;E1;1626;2018-01-22 10:52:03.997;1;1;289765;9114288;NULL;NULL;NULL;NULL;NULL
